actual,predicted,misclassified,id,organization_id,type,species,age,gender,size,coat,tags,name,description,videos,status_changed_at,published_at,distance,breeds.primary,breeds.secondary,breeds.mixed,breeds.unknown,colors.primary,colors.secondary,colors.tertiary,fixed,house_trained,attributes.declawed,special_needs,shots_current,good_with_kids,good_with_dogs,good_with_cats,city,contact.address.state,zipcode,has_photo,days_on_petfinder,polarity,desc_len
Speedy_adoption,Slow_adoption,Yes,47188120,CA2159,Dog,Dog,Adult,Female,Medium,Short,[],Ginger,"Who doesn’t need a little more spice in their life?

Meet Ginger.  This petite pittie mix is as full of...",0,2020-01-26 18:52:23+00:00,2020-01-23 17:24:04+00:00,97.1809,Pit Bull Terrier,,1,False,Yellow / Tan / Blond / Fawn,,,1,1,,0,1,2,2,2,Yuba City,CA,95993.0,1,1.0,0.0,106
Slow_adoption,Speedy_adoption,Yes,46545261,CA2717,Dog,Dog,Baby,Male,Large,Short,[],Hopi,"Beautiful young hound puppy! About 4 months old, needs lots of training, socialization and discipline. Very vocal and howls a...",0,2019-12-06 03:52:20+00:00,2019-11-11 22:20:26+00:00,8.1106,Hound,,1,False,Black,Brown / Chocolate,,1,0,,0,1,1,1,2,Lafayette,CA,94549.0,1,0.0,0.636,128
Slow_adoption,Speedy_adoption,Yes,48324504,CA2710,Dog,Dog,Adult,Male,Medium,,"['Loving', 'Good With Children', 'Smart', 'Fast learner', 'Well Mannered']",Jager,Jager is a beautiful 6 year old pure bred GSD with medium energy. He&#039;s potty trained and well behaved in...,0,2020-09-24 05:48:56+00:00,2020-06-26 01:46:23+00:00,14.7309,German Shepherd Dog,,0,False,Bicolor,Black,"Tricolor (Brown, Black, & White)",1,1,,0,1,1,2,2,San Francisco,CA,94122.0,1,0.0,0.7964,112
Slow_adoption,Speedy_adoption,Yes,45471637,CA162,Dog,Dog,Adult,Male,Medium,Short,[],Alfred,Alfred is a four year old male Aussie Cattle Dog and he&#039;s Sable and  White in color. He&#039;s exactly what...,0,2019-08-18 18:00:02+00:00,2019-08-02 02:47:47+00:00,40.1912,Australian Cattle Dog / Blue Heeler,,0,False,Brindle,Sable,White / Cream,1,0,,0,1,2,2,2,Vacaville,CA,95696.0,1,0.0,0.0,115
Slow_adoption,Speedy_adoption,Yes,47518582,CA2436,Dog,Dog,Baby,Female,Small,,[],Conquita,A family had been looking for a dog that would do well with their 3 year old child and hadn&#039;t...,0,2020-03-19 01:19:46+00:00,2020-03-02 22:31:15+00:00,55.0148,Chihuahua,,1,False,,,,0,0,,0,1,2,2,2,Santa Rosa,CA,95403.0,1,0.0,0.2732,101
Slow_adoption,Speedy_adoption,Yes,50145949,CA995,Dog,Dog,Adult,Female,Medium,Short,"['sweet', 'calm', 'quiet', 'playful', 'shy']",Juno,"Juno appears to be a Boxer Mix, about 2 years old. She is shy, but warms up quickly. Most experiences...",0,2021-01-18 18:33:20+00:00,2020-12-28 14:08:57+00:00,97.682,Boxer,Mixed Breed,1,False,Black,Yellow / Tan / Blond / Fawn,,0,0,,0,1,2,2,2,Colusa,CA,95932.0,1,0.0,0.2846,104
Slow_adoption,Speedy_adoption,Yes,46461644,CA162,Dog,Dog,Senior,Female,Small,Long,[],Cindy,Cindy is a Pomeranian mix. She&#039;s a really cute little girl and I&#039;m quite sure she needs a new &quot;do&quot;...,0,2019-11-17 23:40:31+00:00,2019-11-03 00:15:01+00:00,40.1912,Pomeranian,,1,False,Sable,White / Cream,,1,0,,0,1,2,2,2,Vacaville,CA,95696.0,1,0.0,0.7083,121
Slow_adoption,Speedy_adoption,Yes,45003229,CA1005,Dog,Dog,Baby,Female,Medium,Short,[],Joni ( J Litter Pup ),"EMAIL:  stonecliffeadoption@gmail.com for an application. 
Website: http://www.stoneclifferescue.org

Adoption Fee 
Age: 3 months
Current weight: 8 pounds

Are you ready for...",0,2019-07-21 02:02:04+00:00,2019-06-17 14:00:31+00:00,16.3248,Terrier,,1,False,Brown / Chocolate,White / Cream,,1,0,,0,1,2,1,2,Dublin,CA,94568.0,1,0.0,0.3612,176
Slow_adoption,Speedy_adoption,Yes,43917484,CA1968,Dog,Dog,Baby,Male,Small,Medium,[],Baby Vernon,"Vernon came to us with his mama, Selma, and siblings Tracy and Ukiah.  They were just about one day old...",0,2019-02-22 18:22:59+00:00,2019-02-02 04:01:56+00:00,29.2471,Shih Tzu,Corgi,1,False,Apricot / Beige,White / Cream,,1,0,,0,1,1,1,1,Brentwood,CA,94513.0,1,0.0,0.0,106
Speedy_adoption,Slow_adoption,Yes,49195300,CA86,Dog,Dog,Adult,Male,Small,Short,[],Vito,"Handsome Vito is an 8 year old,  10 pound, Piebald, miniature Dachshund. He is a sweet and loving boy! We...",0,2020-10-06 14:38:00+00:00,2020-09-23 17:30:51+00:00,55.978,Dachshund,,0,False,"Tricolor (Brown, Black, & White)",,,1,1,,0,1,1,1,1,Lodi,CA,95241.0,1,1.0,0.8858,108
Speedy_adoption,Slow_adoption,Yes,49956230,CA2618,Dog,Dog,Baby,Female,Medium,Medium,"['loving', 'playful']",Lexy,"Lexy is a 6 months old girl looking for forever family. 
He is an active, affectionate and loving puppy. She...",0,2020-12-08 02:45:44+00:00,2020-12-04 06:22:54+00:00,41.4903,Mixed Breed,,0,False,Bicolor,,,0,0,,0,1,1,1,1,San Jose,CA,95118.0,1,1.0,0.8591,111
Speedy_adoption,Slow_adoption,Yes,49525258,CA2054,Dog,Dog,Baby,Female,Medium,Short,[],"Otter, San Francisco Bay Area",Otter and Bear are sisters.  Their mom is a Flat-Coated Retriever and the dad is an unknown.  They were rescued...,0,2020-10-28 01:38:37+00:00,2020-10-20 02:47:33+00:00,15.4029,Flat-Coated Retriever,,1,False,Brown / Chocolate,,,1,1,,0,1,1,1,2,San Francisco,CA,94132.0,1,1.0,0.0,114
Speedy_adoption,Slow_adoption,Yes,45421012,CA1973,Dog,Dog,Baby,Male,Medium,,[],Poi,Meet Poi! Poi is a very sweet dog who is patiently waiting for a loving forever home! To get more...,0,2019-08-05 05:27:07+00:00,2019-07-31 09:40:48+00:00,12.3438,Jindo,Shepherd,1,False,,,,1,0,,0,1,1,1,0,San Francisco,CA,94115.0,1,1.0,0.8306,100
Speedy_adoption,Slow_adoption,Yes,48605345,CA2397,Dog,Dog,Adult,Male,Medium,,[],bullet,Sweet boy very smart. Learns fast. Loves to go on hikes.He is a high energy dog. Needs some work on...,0,2020-08-01 18:37:17+00:00,2020-07-27 08:57:22+00:00,16.6733,Border Collie,,1,False,"Tricolor (Brown, Black, & White)",,,1,1,,0,1,1,1,0,Concord,CA,94520.0,1,1.0,0.8955,102
Slow_adoption,Speedy_adoption,Yes,48210914,CA2710,Dog,Dog,Young,Female,Medium,,"['Energetic', 'Sweet', 'Clever', 'Positive', 'Runningbuddy']",Nikki,"From Niiki&#039;s foster family: 

Nikki is a clever girl who has a positive attitude, she&#039;s affectionate and outgoing with both...",0,2020-07-08 02:45:44+00:00,2020-06-13 01:24:37+00:00,14.7309,Husky,,1,False,White / Cream,,,1,1,,0,1,2,1,2,San Francisco,CA,94122.0,1,0.0,0.8934,136
Speedy_adoption,Slow_adoption,Yes,46311027,CA1775,Dog,Dog,Adult,Female,Small,Medium,[],Lana **5 lbs only**,"Tiny Lana is a low maintenance little lady ideal for any low activity home. She is 7 years old, housebroken,...",0,2019-10-20 23:47:14+00:00,2019-10-18 15:25:19+00:00,21.663,Chihuahua,Dachshund,1,False,Brown / Chocolate,White / Cream,,1,1,,0,1,2,2,2,  Pleasanton,CA,94566.0,1,1.0,-0.0202,111
Slow_adoption,Speedy_adoption,Yes,49534176,CA2806,Dog,Dog,Adult,Male,Large,,[],Rupert,Rupert is a gorgeous young man with kind eyes and a soft soul. He can be nervous around new people...,0,2020-11-08 01:23:57+00:00,2020-10-20 20:03:11+00:00,64.3316,German Shepherd Dog,,0,False,,,,1,1,,0,1,0,1,1,Elk Grove,CA,95624.0,1,0.0,0.743,101
Speedy_adoption,Slow_adoption,Yes,50130038,CA2692,Dog,Dog,Adult,Female,Small,Long,[],Bianca and Oso- Bonded Pair,"Oso- shitzu boy 12 pounds, 5 years old. Very sweet, calm and affectionate, good with other dogs, uses dog door....",0,2021-01-01 00:46:22+00:00,2020-12-24 21:25:52+00:00,71.1234,Eskimo Dog,Shih Tzu,1,False,Apricot / Beige,,,1,1,,0,1,1,1,2,Sacramento ,CA,95838.0,1,1.0,0.8927,114
Speedy_adoption,Slow_adoption,Yes,45031644,CA2452,Dog,Dog,Young,Female,Small,Medium,[],Taquita & chimichanga,Chimichanga and Taquito are a bonded pair and we would love to find them a home together. Chimichanga is a...,0,2019-07-01 22:34:55+00:00,2019-06-20 21:00:42+00:00,13.8285,Cairn Terrier,Papillon,1,False,Golden,Red / Chestnut / Orange,,1,1,,0,1,1,1,2,San Francisco,CA,94112.0,1,1.0,0.6369,109
Speedy_adoption,Slow_adoption,Yes,47236816,CA2646,Dog,Dog,Young,Female,Medium,Medium,"['Sweet', 'quite', 'loving', 'playful', 'calm']",Raven,"This is Raven!
-Raven is a very sweet and gentle dog that is about 1 1/2 years old.
-She is...",0,2020-01-30 17:36:24+00:00,2020-01-29 06:45:32+00:00,2.2836,Collie,Australian Shepherd,1,False,Black,White / Cream,,1,1,,0,1,1,1,2,Oakland,CA,94611.0,1,1.0,0.7749,94
Slow_adoption,Speedy_adoption,Yes,45162578,CA1775,Dog,Dog,Adult,Female,Small,Medium,[],Sylvie,"Sylvie is a 3 year old, female, Chihuahua x Terrier, maybe with some Spaniel mixed in there. She has a...",0,2019-07-31 00:35:43+00:00,2019-07-03 22:08:27+00:00,21.663,Chihuahua,Terrier,1,False,Apricot / Beige,White / Cream,,1,1,,0,1,2,1,2,  Pleasanton,CA,94566.0,1,0.0,0.0,105
Slow_adoption,Speedy_adoption,Yes,44916037,CA1826,Dog,Dog,Adult,Female,Small,Short,"['friendly', 'cute', 'happy']",SWEETIE,"SWEETI IS A VERY NICE AND FRIENDLY YOUNG LADY OF ABOUT 1 AND 1/2 YEARS, AND 8 POUNDS. SWEETI enjoys...",0,2019-07-08 21:59:37+00:00,2019-06-08 18:40:37+00:00,60.1221,Rat Terrier,,1,False,"Tricolor (Brown, Black, & White)",,,1,0,,0,1,1,1,2,Elk Grove,CA,95758.0,1,0.0,0.8864,102
Speedy_adoption,Slow_adoption,Yes,47840210,CA657,Dog,Dog,Adult,Female,Medium,Short,[],Bootsy,Bootsy. This stubby legged little short stack is a comedian in a dog suit. So much fun - Total ball...,1,2020-04-30 00:04:41+00:00,2020-04-20 00:11:21+00:00,3.8624,American Bully,,0,False,Brindle,,,1,1,,0,1,2,2,2,Oakland,CA,94605.0,1,1.0,0.7334,102
Slow_adoption,Speedy_adoption,Yes,46921957,CA2452,Dog,Dog,Adult,Female,Small,Short,[],Helena,Meet Helena. This sweet baby girl is looking for a loving and caring home. She has had one eye removed...,0,2020-04-21 21:45:59+00:00,2019-12-23 02:49:53+00:00,13.8285,Chihuahua,,0,False,"Tricolor (Brown, Black, & White)",,,1,0,,0,1,1,1,2,San Francisco,CA,94112.0,1,0.0,0.8779,105
Speedy_adoption,Slow_adoption,Yes,45138644,CA2436,Dog,Dog,Senior,Female,Small,,[],Doris,"Doris is a mature chihuahua of under 7 pounds who was found giving birth in an alley. Slowly, a little...",0,2019-07-07 00:51:02+00:00,2019-07-01 20:30:22+00:00,55.0148,Chihuahua,,0,False,,,,0,0,,0,1,2,2,2,Santa Rosa,CA,95403.0,1,1.0,0.6369,105
Slow_adoption,Speedy_adoption,Yes,47856481,CA2611,Dog,Dog,Adult,Male,Large,Long,"['Loving', 'shy', 'sweet']",Tim McPaw,"Meet Tim McPaw, a shy but friendly German Shepard. Tim McPaw does need training and handling to overcome his fear...",0,2020-05-13 20:36:12+00:00,2020-04-22 22:02:18+00:00,79.4752,German Shepherd Dog,,0,False,Black,Yellow / Tan / Blond / Fawn,,0,0,,0,0,2,2,2,Hollister,CA,95023.0,1,0.0,0.5859,116
Slow_adoption,Speedy_adoption,Yes,49010273,CA1968,Dog,Dog,Young,Male,Small,,[],Chet,"Chet is a sweetheart for sure, and though some don&#039;t even know what a Portuguese Podengo is, look it up...",0,2020-10-23 20:02:16+00:00,2020-09-07 20:36:33+00:00,29.2471,Portuguese Podengo,Australian Terrier,1,False,White / Cream,Yellow / Tan / Blond / Fawn,,1,1,,0,1,0,1,1,Brentwood,CA,94513.0,1,0.0,0.765,111
Speedy_adoption,Slow_adoption,Yes,47769575,CA2490,Dog,Dog,Adult,Female,Medium,Short,[],Roady,"https://www.heartsforpawsrescue.com/dogs/roady

COMPLETE ADOPTION APPLICATION HERE TO SCHEDULE MEET &amp; GREET
Roady is a sweet friendly 5 yr pit mix —...",1,2020-04-11 20:40:43+00:00,2020-04-07 04:26:52+00:00,57.8514,American Staffordshire Terrier,,1,False,Black,White / Cream,,1,1,,1,1,2,1,2,Davis,CA,95616.0,1,1.0,0.8494,155
Slow_adoption,Speedy_adoption,Yes,44204920,CA2436,Dog,Dog,Baby,Male,Small,,[],Linus,This is Linus. Linus is thought to be Norwich terrier/ Chihuahua mix.  He was born at Dogwood after his momma...,0,2019-04-06 22:06:10+00:00,2019-03-11 18:47:28+00:00,55.0148,Norwich Terrier,Chihuahua,1,False,,,,0,0,,0,1,2,2,2,Santa Rosa,CA,95403.0,1,0.0,0.0,112
Speedy_adoption,Slow_adoption,Yes,43746521,CA1973,Dog,Dog,Baby,Male,Medium,,[],Toby,Meet Toby! Toby is a very sweet dog who is patiently waiting for a loving forever home! To get more...,0,2019-01-18 14:00:30+00:00,2019-01-11 10:24:20+00:00,12.3438,Labrador Retriever,Terrier,1,False,,,,1,0,,0,1,1,1,1,San Francisco,CA,94115.0,1,1.0,0.8306,102
Speedy_adoption,Slow_adoption,Yes,48598395,CA1606,Dog,Dog,Adult,Male,Large,Medium,"['Sweet', 'Playful']",Champ,"Champ: 8-year-old male yellow Lab mix ~89 lbs neutered

Background: 
Champ came to Lab Rescue from San Jose Animal Care...",0,2020-08-05 02:51:06+00:00,2020-07-26 03:08:01+00:00,10.4242,Labrador Retriever,,1,False,Yellow / Tan / Blond / Fawn,,,1,1,,0,1,2,1,0,San Francisco,CA,94104.0,1,1.0,0.8591,122
Slow_adoption,Speedy_adoption,Yes,44598974,CA162,Dog,Dog,Young,Female,Small,Wire,[],Winnie,Winnie is a female Terrier Mix and she&#039;s about one and a half years old. In the hold file for...,0,2019-05-23 18:33:24+00:00,2019-05-02 18:21:46+00:00,40.1912,Terrier,,1,False,Sable,White / Cream,,1,0,,0,1,2,2,2,Vacaville,CA,95696.0,1,0.0,0.0,101
Speedy_adoption,Slow_adoption,Yes,47921320,CA2490,Dog,Dog,Adult,Female,Small,Short,"['sweet', 'affectionate', 'quiet']",Belle,"Belle, under 10 lbs. Sweet, easy going, quiet, affectionate. 

Would do best in a quiet, loving home that can provide...",0,2020-05-08 00:39:21+00:00,2020-05-03 22:01:15+00:00,57.8514,Miniature Pinscher,Chihuahua,1,False,,,,0,1,,0,1,1,1,1,Davis,CA,95616.0,1,1.0,0.9509,120
Slow_adoption,Speedy_adoption,Yes,45407146,CA290,Dog,Dog,Young,Male,Small,Short,[],BOSS,Boss is a 7 month-old Chihuahua cross who is very friendly and active.  He is a small boy who weighs...,0,2019-08-19 03:09:10+00:00,2019-07-30 00:49:36+00:00,77.1626,Chihuahua,,1,False,Brown / Chocolate,"Tricolor (Brown, Black, & White)",,1,0,,0,1,1,1,2,Hollister,CA,95023.0,1,0.0,0.7548,103
Speedy_adoption,Slow_adoption,Yes,44199857,CA285,Dog,Dog,Adult,Female,Small,Short,[],Sandy,My name is Sandy and I was roaming the streets I was rescued a C.A.T.S. volunteer. I get along really...,0,2019-03-17 20:43:59+00:00,2019-03-10 20:20:09+00:00,69.7534,Dachshund,Chihuahua,1,False,Bicolor,,,1,1,,0,1,1,1,1,Sacramento,CA,95834.0,1,1.0,0.4215,104
Speedy_adoption,Slow_adoption,Yes,49174857,CA2420,Dog,Dog,Adult,Female,Medium,Short,[],Madison,"Hi! I’m Madison. I’m a 3 year old, black GSD and I weigh about 58 pounds. I’m a sweet girl...",0,2020-09-25 15:15:14+00:00,2020-09-22 00:03:45+00:00,28.7924,German Shepherd Dog,,0,False,Black,,,1,1,,0,1,1,1,2,Novato,CA,94948.0,1,1.0,0.5093,93
Speedy_adoption,Slow_adoption,Yes,44786524,CA2159,Dog,Dog,Senior,Male,Small,Short,[],PJ,"Hi my name is PJ. I’m a fun, sweet guy that loves to give kisses to the people I love....",0,2019-05-27 02:51:21+00:00,2019-05-24 18:44:07+00:00,97.1809,Chihuahua,,0,False,White / Cream,Yellow / Tan / Blond / Fawn,,1,1,,0,1,2,2,2,Yuba City,CA,95993.0,1,1.0,0.9231,89
Speedy_adoption,Slow_adoption,Yes,45882637,CA1727,Dog,Dog,Baby,Male,Small,Medium,[],Toast,Many of our newly listed dogs and puppies are scheduled to attend the Bay Area Pet Fair at the Pleasanton...,0,2019-09-16 07:01:51+00:00,2019-09-06 03:04:31+00:00,20.5316,Spaniel,,1,False,Golden,White / Cream,Yellow / Tan / Blond / Fawn,1,0,,0,1,2,2,2,Pleasanton,CA,94566.0,1,1.0,0.3182,108
Slow_adoption,Speedy_adoption,Yes,46274125,CA1979,Dog,Dog,Baby,Male,Medium,Short,[],Panda,"10-12 week old chubby rolls of the cutest fatness you have ever seen! 
These babies are pitbull mixes. 

They are...",0,2019-12-09 22:12:14+00:00,2019-10-14 22:23:49+00:00,60.1221,American Staffordshire Terrier,Labrador Retriever,1,False,Black,White / Cream,,1,0,,0,1,1,1,1,Elk Grove,CA,95758.0,1,0.0,0.6239,116
Slow_adoption,Speedy_adoption,Yes,44200944,CA2452,Dog,Dog,Young,Female,Small,Medium,[],Kit-Kat and Snickers,"Kit-Kat and Snickers are amazing, bonded, beautiful pair of Spitz/ Pomeranian mixes that are mother and daughter. They are 2...",1,2019-06-12 22:11:35+00:00,2019-03-11 03:29:27+00:00,13.8285,Pomeranian,Spitz,1,False,Golden,Red / Chestnut / Orange,White / Cream,1,0,,0,1,1,1,2,San Francisco,CA,94112.0,1,0.0,0.8271,127
Speedy_adoption,Slow_adoption,Yes,47666759,CA1496,Dog,Dog,Young,Male,Large,Short,"['GENTLE', 'FRIENDLY', 'LOVING']",RADAR,"Look at this handsome guy! This is RADAR, a 1 1/2 - 2 year old neutered male Rottweiler. Radar is...",0,2020-03-22 00:54:19+00:00,2020-03-21 04:35:24+00:00,64.4099,Rottweiler,,0,False,,,,1,1,,0,1,1,1,2,Woodland,CA,,1,1.0,0.6177,100
Speedy_adoption,Slow_adoption,Yes,48013025,CA290,Dog,Dog,Adult,Female,Small,Short,[],Penny,"Penny is a sweet, yet shy Dachshund/Chihuahua cross. She is about 2 years old.  She loves a good lap.   

If...",0,2020-05-24 21:23:20+00:00,2020-05-18 19:17:33+00:00,77.1626,Dachshund,Chihuahua,1,False,Brindle,Brown / Chocolate,,1,0,,0,1,1,1,2,Hollister,CA,95023.0,1,1.0,0.8225,111
Slow_adoption,Speedy_adoption,Yes,44679557,CA180,Dog,Dog,Baby,Female,Medium,Medium,[],Emmylou Harris,Emmylou Harris is a smart and playful puppy!,0,2019-06-23 20:57:41+00:00,2019-05-13 00:54:49+00:00,54.2778,German Shepherd Dog,Border Collie,1,False,Black,White / Cream,,1,0,,0,1,1,1,2,Stockton,CA,95208.0,1,0.0,0.7088,44
Speedy_adoption,Slow_adoption,Yes,48665024,CA1496,Dog,Dog,Baby,Female,Medium,Medium,['SHY'],NESSA,Nessa. Nd her brother Ned were found running wild in the orchard. It was as though they had never been...,0,2020-08-02 05:15:58+00:00,2020-08-02 05:15:58+00:00,64.4099,Border Collie,,1,False,Black,White / Cream,,1,0,,0,1,0,2,0,Woodland,CA,,1,1.0,0.0,105
Speedy_adoption,Slow_adoption,Yes,47222576,CA2373,Dog,Dog,Young,Male,Medium,Short,"['Dog Social', 'Kid Friendly', 'Cat Friendly', 'Leash Trained', 'House Trained']",Broccoli-Dog/Cat/Kid Friendly!!,"Hi Everybody, my name is Broccoli aka “Brock”. I am 1 year old &amp; 55 lbs. I’m full of love...",0,2020-02-03 20:09:42+00:00,2020-01-27 20:09:09+00:00,80.1713,Pit Bull Terrier,,1,False,Black,White / Cream,,1,1,,0,1,1,1,1,Citrus Heights,CA,95610.0,1,1.0,0.0,96
Slow_adoption,Speedy_adoption,Yes,44154792,CA2436,Dog,Dog,Baby,Female,Large,,[],Cherry,"Cherry is a Shepherd, Husky mix puppy.  She is ready to find a home and family of her own.  Are...",0,2019-03-20 03:03:23+00:00,2019-03-05 02:47:16+00:00,55.0148,Shepherd,Husky,1,False,,,,0,0,,0,1,2,2,2,Santa Rosa,CA,95403.0,1,0.0,0.3612,98
Slow_adoption,Speedy_adoption,Yes,44055645,CA2614,Dog,Dog,Young,Male,Small,Medium,"['affectoonate', 'lover', 'cuddler', 'sweet']",Durango,Durango is your next soul mate. He’s a 1-2 year old terrier mix with the cutest underbite. He is an...,0,2019-03-10 21:30:33+00:00,2019-02-20 07:46:39+00:00,15.4029,Jack Russell Terrier,Chihuahua,1,False,Apricot / Beige,,,1,0,,0,1,1,1,2,San Francisco,CA,94132.0,1,0.0,0.5859,102
Slow_adoption,Speedy_adoption,Yes,48400932,CA2646,Dog,Dog,Young,Male,Medium,Short,[],Shadow,"This is Shadow!
- Shadow is a Labrador retriever and is about a year old.
- He loves other dogs,...",0,2020-10-03 17:04:48+00:00,2020-07-05 00:39:25+00:00,2.2836,Labrador Retriever,,0,False,Black,,,1,1,,0,1,1,1,2,Oakland,CA,94611.0,1,0.0,0.6114,99
Slow_adoption,Speedy_adoption,Yes,47233967,CA2646,Dog,Dog,Young,Female,Small,Short,"['Quite', 'sweet', 'calm', 'independent']",Padme,"This is Padme!
-Padme is an adorable corgi and terrier mix that is about a year old!
-She gets along...",0,2020-02-16 20:08:00+00:00,2020-01-28 22:49:43+00:00,2.2836,Corgi,Terrier,1,False,Black,White / Cream,,1,1,,0,1,1,1,2,Oakland,CA,94611.0,1,0.0,0.5837,103
Slow_adoption,Speedy_adoption,Yes,49754808,CA2324,Dog,Dog,Adult,Male,Medium,Short,[],Tamarindo,"Tamarindo&#039;s got a heart larger than life! This sweet, goofy, loving boy is all about people and affection. We rescued...",0,2020-11-27 23:04:45+00:00,2020-11-11 15:05:05+00:00,54.5143,Mixed Breed,,1,False,Brown / Chocolate,,,1,0,,0,1,1,1,2,Santa Rosa,CA,95401.0,1,0.0,0.8908,125
Speedy_adoption,Slow_adoption,Yes,44940079,CA2420,Dog,Dog,Young,Male,Large,Medium,['water'],Mr. Smith - Pismo,Hi! I’m Mr. Smith but my friends just call me Smitty…and the shelter staff where I used to stay call...,1,2019-06-18 16:28:24+00:00,2019-06-10 23:53:24+00:00,28.7924,German Shepherd Dog,,0,False,Yellow / Tan / Blond / Fawn,Black,,1,1,,0,1,1,1,2,Novato,CA,94948.0,1,1.0,0.6643,103
Slow_adoption,Speedy_adoption,Yes,49745276,CA271,Dog,Dog,Baby,Male,Large,Medium,"['Sweet', 'Social', 'Smart', 'Loving', 'Playful']",Wiley,"Hi! I’m Wiley. I’m a 6 month old Doberman and German Shepard mix. I don’t usually brag, but I am...",0,2021-01-06 19:16:09+00:00,2020-11-10 02:16:48+00:00,3.3249,German Shepherd Dog,Doberman Pinscher,1,False,Apricot / Beige,,,1,1,,0,1,2,2,2,Oakland,CA,94602.0,1,0.0,0.0,99
Slow_adoption,Speedy_adoption,Yes,44477760,CA1968,Dog,Dog,Young,Male,Small,Short,[],Potter,Mr. Potter (Harry perhaps?) is a magical little boy.  He came from a shelter where he ended up after having...,0,2019-09-20 15:19:49+00:00,2019-04-16 21:37:54+00:00,29.2471,Miniature Pinscher,Chihuahua,1,False,Red / Chestnut / Orange,,,1,1,,0,1,1,1,1,Brentwood,CA,94513.0,1,0.0,0.0,110
Speedy_adoption,Slow_adoption,Yes,45955539,CA2159,Dog,Dog,Adult,Male,Medium,Medium,[],Oso,"Hey friends, I’m Oso and I’m oh soo cute. I’m great with other dogs and soo would love a friend...",0,2019-09-17 02:08:02+00:00,2019-09-12 22:02:25+00:00,97.1809,Corgi,,1,False,White / Cream,,,1,1,,0,1,2,1,2,Yuba City,CA,95993.0,1,1.0,0.9371,98
Slow_adoption,Speedy_adoption,Yes,44328296,CA2143,Dog,Dog,Baby,Male,Small,Short,[],WEST,"10 weeks old. Very sweet. Loves to be held. Beautiful apricot coloring. Looking for a loving, stable and permanent home.",0,2019-04-21 02:19:59+00:00,2019-03-27 19:06:07+00:00,79.2359,Chihuahua,,0,False,Apricot / Beige,,,0,0,,0,1,2,2,2,Lower Lake,CA,95457.0,1,0.0,0.9536,120
Slow_adoption,Speedy_adoption,Yes,44829581,CA162,Dog,Dog,Young,Female,Small,Short,[],Waverly,Waverly is a Black/Brown Min Pin female and she&#039;s about a year old. She is such a cutie and I&#039;m...,0,2019-07-13 18:50:32+00:00,2019-05-30 14:39:40+00:00,40.1912,Miniature Pinscher,,0,False,Bicolor,,,1,0,,0,1,2,2,2,Vacaville,CA,95696.0,1,0.0,0.3612,108
Slow_adoption,Speedy_adoption,Yes,46270476,CA2436,Dog,Dog,Baby,Male,Medium,,[],Barry,"Our cuddly boy Barry has been soaking up the love from our volunteers. Barry loves people, dogs, cats and more...",0,2019-11-13 21:14:38+00:00,2019-10-14 16:56:44+00:00,55.0148,Pit Bull Terrier,,1,False,,,,0,0,,0,1,2,2,2,Santa Rosa,CA,95403.0,1,0.0,0.836,113
